segment_id,timestamp,current_speed,free_flow_speed,travel_time,confidence,congestion_level,highway_type,length_km
1289576526_168577454,2025-09-10T03:15:00,41.7,50,18,0.84,0.03,secondary,0.209
1472121865_31700878,2025-09-10T03:15:00,44.4,60,11,0.83,0.03,primary,0.138
1472131511_3684154039,2025-09-10T03:15:00,51.3,60,16,0.93,0.03,primary,0.225
1472142462_1472121865,2025-09-10T03:15:00,55.7,60,34,0.84,0.03,primary,0.531
1480437223_5246332227,2025-09-10T03:15:00,46.7,50,3833,0.83,0.03,secondary,49.712
1598717904_168574117,2025-09-10T03:15:00,58.9,60,30,0.87,0.03,primary,0.483
1598717989_4742766612,2025-09-10T03:15:00,34.3,40,16,0.87,0.03,tertiary,0.15
1598717989_1235946200,2025-09-10T03:15:00,29.3,40,8152,0.79,0.03,tertiary,66.243
1598718049_2339926122,2025-09-10T03:15:00,38.4,50,5614,0.86,0.03,secondary,59.939
1652204774_6959043879,2025-09-10T03:15:00,61.8,60,6,0.95,0.03,primary,0.106
2339926111_2339926113,2025-09-10T03:15:00,39.5,50,6775,0.88,0.03,secondary,74.278
2339926113_31674708,2025-09-10T03:15:00,35.8,50,1101,0.82,0.03,secondary,10.95
2339926113_95636908,2025-09-10T03:15:00,48.6,60,17,0.82,0.03,primary,0.232
2339926116_2339926111,2025-09-10T03:15:00,42.9,50,18,0.83,0.03,secondary,0.211
2339926118_2339926116,2025-09-10T03:15:00,35.0,50,31,0.89,0.03,secondary,0.302
2339926122_35723968,2025-09-10T03:15:00,39.0,50,13,0.86,0.03,secondary,0.137
2339926123_2389029051,2025-09-10T03:15:00,52.7,50,10,0.8,0.03,secondary,0.142
2339926125_2339926123,2025-09-10T03:15:00,32.6,50,23,0.84,0.03,secondary,0.207
2389029051_2339926118,2025-09-10T03:15:00,41.2,50,22,0.95,0.03,secondary,0.249
4019886799_4707949582,2025-09-10T03:15:00,46.2,60,38,0.87,0.03,primary,0.482
4707949582_95637019,2025-09-10T03:15:00,42.7,60,56,0.84,0.03,primary,0.665
4708819230_95636982,2025-09-10T03:15:00,66.0,60,4559,0.77,0.03,primary,83.579
4742766612_36240960,2025-09-10T03:15:00,35.6,40,9069,0.87,0.03,tertiary,89.646
4742766612_1598717989,2025-09-10T03:15:00,38.5,40,14,0.85,0.03,tertiary,0.15
5109667999_31674707,2025-09-10T03:15:00,54.3,60,1155,0.83,0.03,primary,17.425
5109668001_95636900,2025-09-10T03:15:00,46.0,60,16,0.83,0.03,primary,0.208
5246332227_2339926125,2025-09-10T03:15:00,46.4,50,11,0.83,0.03,secondary,0.146
5246332238_35723960,2025-09-10T03:15:00,45.3,50,4819,0.85,0.03,secondary,60.637
5588108884_31674715,2025-09-10T03:15:00,48.6,50,13,0.85,0.03,secondary,0.174
5588108893_1652204774,2025-09-10T03:15:00,43.4,60,12,0.91,0.03,primary,0.142
5622523770_5196725569,2025-09-10T03:15:00,40.7,60,33,0.82,0.03,primary,0.369
5902583245_95636900,2025-09-10T03:15:00,41.0,50,966,0.92,0.03,secondary,11.017
5902583245_5109667999,2025-09-10T03:15:00,41.4,60,18,0.95,0.03,primary,0.211
6959043879_36240972,2025-09-10T03:15:00,58.3,60,8,0.86,0.03,primary,0.131
31674707_31700906,2025-09-10T03:30:00,44.6,60,49,0.86,0.03,primary,0.605
31674708_5902583245,2025-09-10T03:30:00,55.5,60,588,0.88,0.03,primary,9.062
31674711_36240967,2025-09-10T03:30:00,47.3,60,19,0.85,0.03,primary,0.25
31674712_168577454,2025-09-10T03:30:00,51.7,60,665,0.84,0.03,primary,9.537
31674712_5588108884,2025-09-10T03:30:00,42.8,50,18,0.91,0.03,secondary,0.208
31700878_5109668001,2025-09-10T03:30:00,55.8,60,39,0.7,0.03,primary,0.606
31700906_1472131511,2025-09-10T03:30:00,56.2,60,8,0.86,0.03,primary,0.123
35723955_1235946207,2025-09-10T03:30:00,43.6,50,17,0.83,0.03,secondary,0.208
35723960_35723963,2025-09-10T03:30:00,48.6,50,19,0.9,0.03,secondary,0.25
35723963_35723964,2025-09-10T03:30:00,40.3,50,13,0.87,0.03,secondary,0.142
35723964_1598718049,2025-09-10T03:30:00,39.4,50,19,0.78,0.03,secondary,0.208
36240960_4742766612,2025-09-10T03:30:00,27.6,40,11672,0.89,0.03,tertiary,89.646
36240962_1235946208,2025-09-10T03:30:00,38.0,40,8962,0.88,0.03,tertiary,94.629
36240962_95636908,2025-09-10T03:30:00,37.2,40,18,0.88,0.03,tertiary,0.19
36240966_31674711,2025-09-10T03:30:00,49.3,60,6047,0.87,0.03,primary,82.851
36240967_95636908,2025-09-10T03:30:00,31.9,40,1029,0.89,0.03,tertiary,9.105
36240967_31674708,2025-09-10T03:30:00,59.0,60,14,0.89,0.03,primary,0.232
36240972_4019886799,2025-09-10T03:30:00,54.6,60,730,0.9,0.03,primary,11.067
95636900_35723955,2025-09-10T03:30:00,43.5,50,6133,0.81,0.03,secondary,74.165
95636900_2339926113,2025-09-10T03:30:00,51.8,60,628,0.81,0.03,primary,9.04
95636908_36240967,2025-09-10T03:30:00,27.5,40,1192,0.84,0.03,tertiary,9.105
95636908_36240962,2025-09-10T03:30:00,32.0,40,21,0.83,0.03,tertiary,0.19
95636908_4708819230,2025-09-10T03:30:00,42.7,60,21,0.86,0.03,primary,0.249
95636982_168581819,2025-09-10T03:30:00,52.7,60,10,0.81,0.03,primary,0.151
95637019_31674712,2025-09-10T03:30:00,56.2,60,649,0.9,0.03,primary,10.122
168574117_5622523770,2025-09-10T03:30:00,44.2,60,869,0.81,0.03,primary,10.677
168577454_168581819,2025-09-10T03:30:00,48.7,60,749,0.8,0.03,primary,10.122
168577454_36240966,2025-09-10T03:30:00,48.5,60,11,0.84,0.03,primary,0.151
168581819_95637019,2025-09-10T03:30:00,51.3,60,665,0.75,0.03,primary,9.481
168581819_1598717904,2025-09-10T03:30:00,56.1,60,43,0.79,0.03,primary,0.665
168585503_1289576526,2025-09-10T03:30:00,43.9,50,14,0.86,0.03,secondary,0.166
1235946200_1598717989,2025-09-10T03:30:00,39.4,40,6049,0.78,0.03,tertiary,66.243
1235946200_1235946208,2025-09-10T03:30:00,24.2,40,34,0.86,0.03,tertiary,0.229
1235946207_5246332238,2025-09-10T03:30:00,43.8,50,20,0.91,0.03,secondary,0.243
1235946208_36240962,2025-09-10T03:30:00,35.4,40,9615,0.83,0.03,tertiary,94.629
1235946208_1235946200,2025-09-10T03:30:00,37.5,40,22,0.8,0.03,tertiary,0.229
1289576526_168577454,2025-09-10T03:30:00,38.9,50,19,0.88,0.03,secondary,0.209
1472121865_31700878,2025-09-10T03:30:00,58.3,60,9,0.95,0.03,primary,0.138
1472131511_3684154039,2025-09-10T03:30:00,46.6,60,17,0.82,0.03,primary,0.225
1472142462_1472121865,2025-09-10T03:30:00,52.6,60,36,0.76,0.03,primary,0.531
1480437223_5246332227,2025-09-10T03:30:00,40.6,50,4406,0.83,0.03,secondary,49.712
1598717904_168574117,2025-09-10T03:30:00,49.9,60,35,0.86,0.03,primary,0.483
1598717989_4742766612,2025-09-10T03:30:00,31.8,40,17,0.91,0.03,tertiary,0.15
1598717989_1235946200,2025-09-10T03:30:00,34.7,40,6872,0.85,0.03,tertiary,66.243
1598718049_2339926122,2025-09-10T03:30:00,35.9,50,6013,0.86,0.03,secondary,59.939
1652204774_6959043879,2025-09-10T03:30:00,57.1,60,7,0.81,0.03,primary,0.106
2339926111_2339926113,2025-09-10T03:30:00,34.7,50,7715,0.83,0.03,secondary,74.278
2339926113_31674708,2025-09-10T03:30:00,37.8,50,1044,0.81,0.03,secondary,10.95
2339926113_95636908,2025-09-10T03:30:00,42.7,60,20,0.89,0.03,primary,0.232
2339926116_2339926111,2025-09-10T03:30:00,38.1,50,20,0.86,0.03,secondary,0.211
2339926118_2339926116,2025-09-10T03:30:00,47.4,50,23,0.84,0.03,secondary,0.302
2339926122_35723968,2025-09-10T03:30:00,45.4,50,11,0.84,0.03,secondary,0.137
2339926123_2389029051,2025-09-10T03:30:00,44.8,50,11,0.82,0.03,secondary,0.142
2339926125_2339926123,2025-09-10T03:30:00,28.1,50,27,0.84,0.03,secondary,0.207
2389029051_2339926118,2025-09-10T03:30:00,42.4,50,21,0.9,0.03,secondary,0.249
4019886799_4707949582,2025-09-10T03:30:00,57.8,60,30,0.91,0.03,primary,0.482
4707949582_95637019,2025-09-10T03:30:00,53.2,60,45,0.86,0.03,primary,0.665
4708819230_95636982,2025-09-10T03:30:00,49.4,60,6085,0.83,0.03,primary,83.579
4742766612_36240960,2025-09-10T03:30:00,36.8,40,8760,0.91,0.03,tertiary,89.646
4742766612_1598717989,2025-09-10T03:30:00,29.1,40,19,0.83,0.03,tertiary,0.15
5109667999_31674707,2025-09-10T03:30:00,52.7,60,1190,0.88,0.03,primary,17.425
5109668001_95636900,2025-09-10T03:30:00,45.1,60,17,0.74,0.03,primary,0.208
5246332227_2339926125,2025-09-10T03:30:00,41.2,50,13,0.79,0.03,secondary,0.146
5246332238_35723960,2025-09-10T03:30:00,41.4,50,5269,0.84,0.03,secondary,60.637
5588108884_31674715,2025-09-10T03:30:00,41.7,50,15,0.92,0.03,secondary,0.174
5588108893_1652204774,2025-09-10T03:30:00,54.4,60,9,0.87,0.03,primary,0.142
5622523770_5196725569,2025-09-10T03:30:00,47.6,60,28,0.79,0.03,primary,0.369
5902583245_95636900,2025-09-10T03:30:00,48.2,50,823,0.85,0.03,secondary,11.017
5902583245_5109667999,2025-09-10T03:30:00,56.2,60,13,0.8,0.03,primary,0.211
6959043879_36240972,2025-09-10T03:30:00,37.8,60,12,0.89,0.03,primary,0.131
31674707_31700906,2025-09-10T03:45:00,54.7,60,40,0.8,0.03,primary,0.605
31674708_5902583245,2025-09-10T03:45:00,48.1,60,678,0.91,0.03,primary,9.062
31674711_36240967,2025-09-10T03:45:00,46.4,60,19,0.93,0.03,primary,0.25
31674712_168577454,2025-09-10T03:45:00,48.0,60,716,0.88,0.03,primary,9.537
31674712_5588108884,2025-09-10T03:45:00,42.2,50,18,0.88,0.03,secondary,0.208
31700878_5109668001,2025-09-10T03:45:00,42.4,60,52,0.84,0.03,primary,0.606
31700906_1472131511,2025-09-10T03:45:00,52.9,60,8,0.8,0.03,primary,0.123
35723955_1235946207,2025-09-10T03:45:00,46.9,50,16,0.82,0.03,secondary,0.208
35723960_35723963,2025-09-10T03:45:00,42.7,50,21,0.8,0.03,secondary,0.25
35723963_35723964,2025-09-10T03:45:00,32.5,50,16,0.84,0.03,secondary,0.142
35723964_1598718049,2025-09-10T03:45:00,54.2,50,14,0.89,0.03,secondary,0.208
36240960_4742766612,2025-09-10T03:45:00,29.4,40,10962,0.84,0.03,tertiary,89.646
36240962_1235946208,2025-09-10T03:45:00,29.6,40,11523,0.88,0.03,tertiary,94.629
36240962_95636908,2025-09-10T03:45:00,30.6,40,22,0.91,0.03,tertiary,0.19
36240966_31674711,2025-09-10T03:45:00,48.0,60,6213,0.89,0.03,primary,82.851
36240967_95636908,2025-09-10T03:45:00,36.2,40,905,0.85,0.03,tertiary,9.105
36240967_31674708,2025-09-10T03:45:00,56.3,60,15,0.88,0.03,primary,0.232
36240972_4019886799,2025-09-10T03:45:00,50.8,60,784,0.82,0.03,primary,11.067
95636900_35723955,2025-09-10T03:45:00,44.1,50,6055,0.93,0.03,secondary,74.165
95636900_2339926113,2025-09-10T03:45:00,46.2,60,705,0.78,0.03,primary,9.04
95636908_36240967,2025-09-10T03:45:00,35.3,40,929,0.85,0.03,tertiary,9.105
95636908_36240962,2025-09-10T03:45:00,35.3,40,19,0.86,0.03,tertiary,0.19
95636908_4708819230,2025-09-10T03:45:00,51.5,60,17,0.92,0.03,primary,0.249
95636982_168581819,2025-09-10T03:45:00,37.6,60,14,0.81,0.03,primary,0.151
95637019_31674712,2025-09-10T03:45:00,52.2,60,699,0.77,0.03,primary,10.122
168574117_5622523770,2025-09-10T03:45:00,51.8,60,742,0.93,0.03,primary,10.677
168577454_168581819,2025-09-10T03:45:00,52.8,60,690,0.86,0.03,primary,10.122
168577454_36240966,2025-09-10T03:45:00,46.1,60,12,0.82,0.03,primary,0.151
168581819_95637019,2025-09-10T03:45:00,50.7,60,673,0.83,0.03,primary,9.481
168581819_1598717904,2025-09-10T03:45:00,59.5,60,40,0.88,0.03,primary,0.665
168585503_1289576526,2025-09-10T03:45:00,38.8,50,15,0.86,0.03,secondary,0.166
1235946200_1598717989,2025-09-10T03:45:00,36.4,40,6546,0.91,0.03,tertiary,66.243
1235946200_1235946208,2025-09-10T03:45:00,40.2,40,20,0.8,0.03,tertiary,0.229
1235946207_5246332238,2025-09-10T03:45:00,40.1,50,22,0.79,0.03,secondary,0.243
1235946208_36240962,2025-09-10T03:45:00,33.9,40,10052,0.87,0.03,tertiary,94.629
1235946208_1235946200,2025-09-10T03:45:00,32.4,40,25,0.85,0.03,tertiary,0.229
1289576526_168577454,2025-09-10T03:45:00,42.3,50,18,0.86,0.03,secondary,0.209
1472121865_31700878,2025-09-10T03:45:00,48.3,60,10,0.95,0.03,primary,0.138
1472131511_3684154039,2025-09-10T03:45:00,44.2,60,18,0.86,0.03,primary,0.225
1472142462_1472121865,2025-09-10T03:45:00,63.4,60,30,0.85,0.03,primary,0.531
1480437223_5246332227,2025-09-10T03:45:00,42.8,50,4179,0.83,0.03,secondary,49.712
1598717904_168574117,2025-09-10T03:45:00,44.0,60,40,0.92,0.03,primary,0.483
1598717989_4742766612,2025-09-10T03:45:00,27.0,40,20,0.93,0.03,tertiary,0.15
1598717989_1235946200,2025-09-10T03:45:00,25.3,40,9427,0.84,0.03,tertiary,66.243
1598718049_2339926122,2025-09-10T03:45:00,35.5,50,6077,0.88,0.03,secondary,59.939
1652204774_6959043879,2025-09-10T03:45:00,44.3,60,9,0.87,0.03,primary,0.106
2339926111_2339926113,2025-09-10T03:45:00,52.5,50,5095,0.78,0.03,secondary,74.278
2339926113_31674708,2025-09-10T03:45:00,44.5,50,886,0.82,0.03,secondary,10.95
2339926113_95636908,2025-09-10T03:45:00,54.9,60,15,0.85,0.03,primary,0.232
2339926116_2339926111,2025-09-10T03:45:00,40.8,50,19,0.87,0.03,secondary,0.211
2339926118_2339926116,2025-09-10T03:45:00,51.5,50,21,0.84,0.03,secondary,0.302
2339926122_35723968,2025-09-10T03:45:00,39.8,50,12,0.79,0.03,secondary,0.137
2339926123_2389029051,2025-09-10T03:45:00,39.5,50,13,0.87,0.03,secondary,0.142
2339926125_2339926123,2025-09-10T03:45:00,50.1,50,15,0.87,0.03,secondary,0.207
2389029051_2339926118,2025-09-10T03:45:00,42.3,50,21,0.85,0.03,secondary,0.249
4019886799_4707949582,2025-09-10T03:45:00,46.1,60,38,0.88,0.03,primary,0.482
4707949582_95637019,2025-09-10T03:45:00,57.4,60,42,0.83,0.03,primary,0.665
4708819230_95636982,2025-09-10T03:45:00,50.2,60,5991,0.86,0.03,primary,83.579
4742766612_36240960,2025-09-10T03:45:00,33.2,40,9724,0.85,0.03,tertiary,89.646
4742766612_1598717989,2025-09-10T03:45:00,42.0,40,13,0.84,0.03,tertiary,0.15
5109667999_31674707,2025-09-10T03:45:00,50.8,60,1234,0.82,0.03,primary,17.425
5109668001_95636900,2025-09-10T03:45:00,56.6,60,13,0.84,0.03,primary,0.208
5246332227_2339926125,2025-09-10T03:45:00,40.8,50,13,0.92,0.03,secondary,0.146
5246332238_35723960,2025-09-10T03:45:00,49.8,50,4379,0.82,0.03,secondary,60.637
5588108884_31674715,2025-09-10T03:45:00,30.2,50,21,0.9,0.03,secondary,0.174
5588108893_1652204774,2025-09-10T03:45:00,49.1,60,10,0.89,0.03,primary,0.142
5622523770_5196725569,2025-09-10T03:45:00,42.3,60,31,0.89,0.03,primary,0.369
5902583245_95636900,2025-09-10T03:45:00,38.4,50,1034,0.89,0.03,secondary,11.017
5902583245_5109667999,2025-09-10T03:45:00,52.8,60,14,0.8,0.03,primary,0.211
6959043879_36240972,2025-09-10T03:45:00,50.6,60,9,0.88,0.03,primary,0.131
31674707_31700906,2025-09-10T04:00:00,53.3,60,41,0.88,0.03,primary,0.605
31674708_5902583245,2025-09-10T04:00:00,63.1,60,517,0.77,0.03,primary,9.062
31674711_36240967,2025-09-10T04:00:00,61.2,60,15,0.86,0.03,primary,0.25
31674712_168577454,2025-09-10T04:00:00,48.0,60,716,0.78,0.03,primary,9.537
31674712_5588108884,2025-09-10T04:00:00,42.8,50,18,0.9,0.03,secondary,0.208
31700878_5109668001,2025-09-10T04:00:00,44.2,60,49,0.93,0.03,primary,0.606
31700906_1472131511,2025-09-10T04:00:00,45.1,60,10,0.85,0.03,primary,0.123
35723955_1235946207,2025-09-10T04:00:00,38.2,50,20,0.87,0.03,secondary,0.208
35723960_35723963,2025-09-10T04:00:00,47.5,50,19,0.83,0.03,secondary,0.25
35723963_35723964,2025-09-10T04:00:00,32.3,50,16,0.86,0.03,secondary,0.142
35723964_1598718049,2025-09-10T04:00:00,45.6,50,16,0.87,0.03,secondary,0.208
36240960_4742766612,2025-09-10T04:00:00,39.0,40,8277,0.8,0.03,tertiary,89.646
36240962_1235946208,2025-09-10T04:00:00,37.1,40,9191,0.91,0.03,tertiary,94.629
36240962_95636908,2025-09-10T04:00:00,24.3,40,28,0.87,0.03,tertiary,0.19
36240966_31674711,2025-09-10T04:00:00,50.0,60,5960,0.85,0.03,primary,82.851
36240967_95636908,2025-09-10T04:00:00,35.9,40,913,0.83,0.03,tertiary,9.105
36240967_31674708,2025-09-10T04:00:00,49.1,60,17,0.85,0.03,primary,0.232
36240972_4019886799,2025-09-10T04:00:00,39.9,60,998,0.8,0.03,primary,11.067
95636900_35723955,2025-09-10T04:00:00,46.6,50,5728,0.79,0.03,secondary,74.165
95636900_2339926113,2025-09-10T04:00:00,47.8,60,681,0.87,0.03,primary,9.04
95636908_36240967,2025-09-10T04:00:00,28.7,40,1141,0.82,0.03,tertiary,9.105
95636908_36240962,2025-09-10T04:00:00,38.8,40,18,0.8,0.03,tertiary,0.19
95636908_4708819230,2025-09-10T04:00:00,50.3,60,18,0.87,0.03,primary,0.249
95636982_168581819,2025-09-10T04:00:00,56.8,60,10,0.84,0.03,primary,0.151
95637019_31674712,2025-09-10T04:00:00,49.6,60,735,0.92,0.03,primary,10.122
168574117_5622523770,2025-09-10T04:00:00,61.9,60,621,0.9,0.03,primary,10.677
168577454_168581819,2025-09-10T04:00:00,53.2,60,686,0.81,0.03,primary,10.122
168577454_36240966,2025-09-10T04:00:00,48.3,60,11,0.88,0.03,primary,0.151
168581819_95637019,2025-09-10T04:00:00,46.7,60,731,0.92,0.03,primary,9.481
168581819_1598717904,2025-09-10T04:00:00,47.7,60,50,0.77,0.03,primary,0.665
168585503_1289576526,2025-09-10T04:00:00,48.2,50,12,0.8,0.03,secondary,0.166
1235946200_1598717989,2025-09-10T04:00:00,33.4,40,7146,0.86,0.03,tertiary,66.243
1235946200_1235946208,2025-09-10T04:00:00,41.6,40,20,0.95,0.03,tertiary,0.229
1235946207_5246332238,2025-09-10T04:00:00,46.3,50,19,0.84,0.03,secondary,0.243
1235946208_36240962,2025-09-10T04:00:00,36.6,40,9318,0.89,0.03,tertiary,94.629
1235946208_1235946200,2025-09-10T04:00:00,33.6,40,25,0.94,0.03,tertiary,0.229
1289576526_168577454,2025-09-10T04:00:00,44.7,50,17,0.87,0.03,secondary,0.209
1472121865_31700878,2025-09-10T04:00:00,56.2,60,9,0.87,0.03,primary,0.138
1472131511_3684154039,2025-09-10T04:00:00,57.1,60,14,0.82,0.03,primary,0.225
1472142462_1472121865,2025-09-10T04:00:00,42.3,60,45,0.79,0.03,primary,0.531
1480437223_5246332227,2025-09-10T04:00:00,45.6,50,3927,0.89,0.03,secondary,49.712
1598717904_168574117,2025-09-10T04:00:00,55.1,60,32,0.93,0.03,primary,0.483
1598717989_4742766612,2025-09-10T04:00:00,34.7,40,16,0.88,0.03,tertiary,0.15
1598717989_1235946200,2025-09-10T04:00:00,30.9,40,7714,0.83,0.03,tertiary,66.243
1598718049_2339926122,2025-09-10T04:00:00,46.7,50,4622,0.89,0.03,secondary,59.939
1652204774_6959043879,2025-09-10T04:00:00,43.5,60,9,0.85,0.03,primary,0.106
2339926111_2339926113,2025-09-10T04:00:00,37.0,50,7222,0.83,0.03,secondary,74.278
2339926113_31674708,2025-09-10T04:00:00,47.5,50,829,0.88,0.03,secondary,10.95
2339926113_95636908,2025-09-10T04:00:00,47.0,60,18,0.85,0.03,primary,0.232
2339926116_2339926111,2025-09-10T04:00:00,43.7,50,17,0.82,0.03,secondary,0.211
2339926118_2339926116,2025-09-10T04:00:00,46.7,50,23,0.87,0.03,secondary,0.302
2339926122_35723968,2025-09-10T04:00:00,38.9,50,13,0.82,0.03,secondary,0.137
2339926123_2389029051,2025-09-10T04:00:00,34.3,50,15,0.9,0.03,secondary,0.142
2339926125_2339926123,2025-09-10T04:00:00,41.6,50,18,0.81,0.03,secondary,0.207
2389029051_2339926118,2025-09-10T04:00:00,39.7,50,23,0.83,0.03,secondary,0.249
4019886799_4707949582,2025-09-10T04:00:00,58.3,60,30,0.88,0.03,primary,0.482
4707949582_95637019,2025-09-10T04:00:00,56.3,60,43,0.78,0.03,primary,0.665
4708819230_95636982,2025-09-10T04:00:00,59.1,60,5092,0.86,0.03,primary,83.579
4742766612_36240960,2025-09-10T04:00:00,33.4,40,9656,0.86,0.03,tertiary,89.646
4742766612_1598717989,2025-09-10T04:00:00,28.5,40,19,0.87,0.03,tertiary,0.15
5109667999_31674707,2025-09-10T04:00:00,47.3,60,1327,0.78,0.03,primary,17.425
5109668001_95636900,2025-09-10T04:00:00,44.7,60,17,0.91,0.03,primary,0.208
5246332227_2339926125,2025-09-10T04:00:00,34.8,50,15,0.93,0.03,secondary,0.146
5246332238_35723960,2025-09-10T04:00:00,41.3,50,5284,0.76,0.03,secondary,60.637
5588108884_31674715,2025-09-10T04:00:00,33.0,50,19,0.91,0.03,secondary,0.174
5588108893_1652204774,2025-09-10T04:00:00,44.1,60,12,0.82,0.03,primary,0.142
5622523770_5196725569,2025-09-10T04:00:00,53.5,60,25,0.88,0.03,primary,0.369
5902583245_95636900,2025-09-10T04:00:00,48.5,50,817,0.92,0.03,secondary,11.017
5902583245_5109667999,2025-09-10T04:00:00,50.8,60,15,0.78,0.03,primary,0.211
6959043879_36240972,2025-09-10T04:00:00,50.5,60,9,0.86,0.03,primary,0.131
31674707_31700906,2025-09-10T04:15:00,47.6,60,46,0.8,0.03,primary,0.605
31674708_5902583245,2025-09-10T04:15:00,54.5,60,598,0.85,0.03,primary,9.062
31674711_36240967,2025-09-10T04:15:00,44.9,60,20,0.81,0.03,primary,0.25
31674712_168577454,2025-09-10T04:15:00,43.8,60,784,0.8,0.03,primary,9.537
31674712_5588108884,2025-09-10T04:15:00,47.5,50,16,0.9,0.03,secondary,0.208
31700878_5109668001,2025-09-10T04:15:00,43.0,60,51,0.8,0.03,primary,0.606
31700906_1472131511,2025-09-10T04:15:00,44.8,60,10,0.82,0.03,primary,0.123
35723955_1235946207,2025-09-10T04:15:00,43.3,50,17,0.78,0.03,secondary,0.208
35723960_35723963,2025-09-10T04:15:00,39.6,50,23,0.8,0.03,secondary,0.25
35723963_35723964,2025-09-10T04:15:00,37.9,50,14,0.85,0.03,secondary,0.142
35723964_1598718049,2025-09-10T04:15:00,40.5,50,19,0.86,0.03,secondary,0.208
36240960_4742766612,2025-09-10T04:15:00,32.8,40,9837,0.84,0.03,tertiary,89.646
36240962_1235946208,2025-09-10T04:15:00,40.5,40,8409,0.92,0.03,tertiary,94.629
36240962_95636908,2025-09-10T04:15:00,30.2,40,23,0.89,0.03,tertiary,0.19
36240966_31674711,2025-09-10T04:15:00,57.0,60,5235,0.79,0.03,primary,82.851
36240967_95636908,2025-09-10T04:15:00,37.5,40,873,0.93,0.03,tertiary,9.105
36240967_31674708,2025-09-10T04:15:00,46.8,60,18,0.8,0.03,primary,0.232
36240972_4019886799,2025-09-10T04:15:00,58.1,60,686,0.86,0.03,primary,11.067
95636900_35723955,2025-09-10T04:15:00,46.1,50,5797,0.87,0.03,secondary,74.165
95636900_2339926113,2025-09-10T04:15:00,54.8,60,594,0.78,0.03,primary,9.04
95636908_36240967,2025-09-10T04:15:00,32.6,40,1006,0.91,0.03,tertiary,9.105
95636908_36240962,2025-09-10T04:15:00,33.9,40,20,0.85,0.03,tertiary,0.19
95636908_4708819230,2025-09-10T04:15:00,44.6,60,20,0.88,0.03,primary,0.249
95636982_168581819,2025-09-10T04:15:00,55.7,60,10,0.85,0.03,primary,0.151
95637019_31674712,2025-09-10T04:15:00,58.6,60,622,0.83,0.03,primary,10.122
168574117_5622523770,2025-09-10T04:15:00,55.7,60,690,0.8,0.03,primary,10.677
168577454_168581819,2025-09-10T04:15:00,52.6,60,693,0.84,0.03,primary,10.122
168577454_36240966,2025-09-10T04:15:00,53.9,60,10,0.83,0.03,primary,0.151
168581819_95637019,2025-09-10T04:15:00,44.2,60,772,0.89,0.03,primary,9.481
168581819_1598717904,2025-09-10T04:15:00,50.4,60,47,0.77,0.03,primary,0.665
168585503_1289576526,2025-09-10T04:15:00,51.3,50,12,0.92,0.03,secondary,0.166
1235946200_1598717989,2025-09-10T04:15:00,30.2,40,7891,0.88,0.03,tertiary,66.243
1235946200_1235946208,2025-09-10T04:15:00,33.0,40,25,0.86,0.03,tertiary,0.229
1235946207_5246332238,2025-09-10T04:15:00,44.9,50,19,0.84,0.03,secondary,0.243
1235946208_36240962,2025-09-10T04:15:00,32.0,40,10651,0.82,0.03,tertiary,94.629
1235946208_1235946200,2025-09-10T04:15:00,31.5,40,26,0.81,0.03,tertiary,0.229
1289576526_168577454,2025-09-10T04:15:00,43.4,50,17,0.81,0.03,secondary,0.209
1472121865_31700878,2025-09-10T04:15:00,56.3,60,9,0.92,0.03,primary,0.138
1472131511_3684154039,2025-09-10T04:15:00,49.6,60,16,0.86,0.03,primary,0.225
1472142462_1472121865,2025-09-10T04:15:00,55.3,60,35,0.87,0.03,primary,0.531
1480437223_5246332227,2025-09-10T04:15:00,44.0,50,4069,0.89,0.03,secondary,49.712
1598717904_168574117,2025-09-10T04:15:00,55.2,60,31,0.79,0.03,primary,0.483
1598717989_4742766612,2025-09-10T04:15:00,37.7,40,14,0.89,0.03,tertiary,0.15
1598717989_1235946200,2025-09-10T04:15:00,32.1,40,7439,0.85,0.03,tertiary,66.243
1598718049_2339926122,2025-09-10T04:15:00,46.6,50,4627,0.84,0.03,secondary,59.939
1652204774_6959043879,2025-09-10T04:15:00,58.4,60,7,0.95,0.03,primary,0.106
2339926111_2339926113,2025-09-10T04:15:00,34.2,50,7822,0.78,0.03,secondary,74.278
2339926113_31674708,2025-09-10T04:15:00,45.0,50,876,0.89,0.03,secondary,10.95
2339926113_95636908,2025-09-10T04:15:00,51.5,60,16,0.92,0.03,primary,0.232
2339926116_2339926111,2025-09-10T04:15:00,37.8,50,20,0.88,0.03,secondary,0.211
2339926118_2339926116,2025-09-10T04:15:00,34.9,50,31,0.94,0.03,secondary,0.302
2339926122_35723968,2025-09-10T04:15:00,52.3,50,9,0.81,0.03,secondary,0.137
2339926123_2389029051,2025-09-10T04:15:00,41.3,50,12,0.89,0.03,secondary,0.142
2339926125_2339926123,2025-09-10T04:15:00,42.0,50,18,0.85,0.03,secondary,0.207
2389029051_2339926118,2025-09-10T04:15:00,37.2,50,24,0.75,0.03,secondary,0.249
4019886799_4707949582,2025-09-10T04:15:00,52.6,60,33,0.82,0.03,primary,0.482
4707949582_95637019,2025-09-10T04:15:00,42.6,60,56,0.92,0.03,primary,0.665
4708819230_95636982,2025-09-10T04:15:00,46.1,60,6529,0.89,0.03,primary,83.579
